Date,Team,GoalsFor,GoalsAgainst,FTR,ShotsFor,ShotsAgainst,ShotsOnTargetFor,ShotsOnTargetAgainst,CornersFor,CornersAgainst,Points,IsHome,AvgGoalsFor_L5,AvgGoalsAgainst_L5,AvgShotsFor_L5,AvgShotsAgainst_L5,AvgShotsOnTargetFor_L5,AvgShotsOnTargetAgainst_L5,AvgCornersFor_L5,AvgCornersAgainst_L5,AvgPoints_L5,MatchesPlayed
2022-08-31,Liverpool,2,1,H,23,5,6,2,13,0,3,1,3.25,1.25,17.75,8.25,6.25,3.0,6.0,3.25,1.25,4
2022-09-03,Liverpool,0,0,D,23,14,8,3,9,7,1,0,3.0,1.2,18.8,7.6,6.2,2.8,7.4,2.6,1.6,5
2022-10-01,Liverpool,3,3,D,15,6,7,6,9,2,1,1,2.6,0.8,21.2,8.6,7.0,2.8,8.4,3.2,1.6,6
2022-10-09,Liverpool,2,3,H,8,11,3,7,3,4,0,0,3.0,1.2,19.4,8.4,7.6,3.4,9.4,3.2,1.6,7
2022-10-16,Liverpool,1,0,H,13,16,2,6,5,6,3,1,3.2,1.4,17.6,8.2,7.2,4.0,8.4,2.8,1.6,8
2022-10-19,Liverpool,1,0,H,22,8,7,3,8,3,3,1,1.6,1.4,16.4,10.4,5.2,4.8,7.8,3.8,1.6,9
2022-10-22,Liverpool,0,1,H,15,10,7,7,11,2,0,0,1.4,1.2,16.2,11.0,5.4,5.0,6.8,4.4,1.6,10
2022-10-29,Liverpool,1,2,A,22,14,10,6,14,5,0,1,1.4,1.4,14.6,10.2,5.2,5.8,7.2,3.4,1.4,11
2022-11-06,Liverpool,2,1,A,13,14,6,5,3,5,3,0,1.0,1.2,16.0,11.8,5.8,5.8,8.2,4.0,1.2,12
2022-11-12,Liverpool,3,1,H,15,9,7,5,6,0,3,1,1.0,0.8,17.0,12.4,6.4,5.4,8.2,4.2,1.8,13
2022-12-26,Liverpool,3,1,A,16,12,9,6,6,0,3,0,1.4,1.0,17.4,11.0,7.4,5.2,8.4,3.0,1.8,14
2022-12-30,Liverpool,2,1,H,21,7,5,2,4,5,3,1,1.8,1.2,16.2,11.8,7.8,5.8,8.0,2.4,1.8,15
2023-01-02,Liverpool,1,3,H,16,10,6,7,9,4,0,0,2.2,1.2,17.4,11.2,7.4,4.8,6.6,3.0,2.4,16
2023-01-14,Liverpool,0,3,H,6,16,2,9,1,7,0,0,2.2,1.4,16.2,10.4,6.6,5.0,5.6,2.8,2.4,17
2023-01-21,Liverpool,0,0,D,15,11,3,2,5,5,1,1,1.8,1.8,14.8,10.8,5.8,5.8,5.2,3.2,1.8,18
2023-02-04,Liverpool,0,3,H,22,12,4,6,7,2,0,0,1.2,1.6,14.8,11.2,5.0,5.2,5.0,4.2,1.4,19
2023-02-13,Liverpool,2,0,H,15,6,6,1,3,3,3,1,0.6,2.0,16.0,11.2,4.0,5.2,5.2,4.6,0.8,20
2023-02-18,Liverpool,2,0,A,13,14,7,4,7,6,3,0,0.6,1.8,14.8,11.0,4.2,5.0,5.0,4.2,0.8,21
2023-02-25,Liverpool,0,0,D,12,6,4,0,3,5,1,0,0.8,1.2,14.2,11.8,4.4,4.4,4.6,4.6,1.4,22
2023-03-01,Liverpool,2,0,H,15,4,6,1,5,2,3,1,0.8,0.6,15.4,9.8,4.8,2.6,5.0,4.2,1.6,23
2023-03-05,Liverpool,7,0,H,18,8,8,4,4,3,3,1,1.2,0.6,15.4,8.4,5.4,2.4,5.0,3.6,2.0,24
2023-03-11,Liverpool,0,1,H,15,5,6,2,8,3,0,0,2.6,0.0,14.6,7.6,6.2,2.0,4.4,3.8,2.6,25
2023-04-01,Liverpool,1,4,H,4,17,1,8,1,7,0,0,2.2,0.2,14.6,7.4,6.2,2.2,5.4,3.8,2.0,26
2023-04-04,Liverpool,0,0,D,7,12,4,3,5,3,1,0,2.0,1.0,12.8,8.0,5.0,3.0,4.2,4.0,1.4,27
2023-04-09,Liverpool,2,2,D,21,9,6,5,5,4,1,1,2.0,1.0,11.8,9.2,5.0,3.6,4.6,3.6,1.4,28
2023-04-17,Liverpool,6,1,A,13,13,7,3,2,4,3,0,2.0,1.4,13.0,10.2,5.0,4.4,4.6,4.0,1.0,29
2023-04-22,Liverpool,3,2,H,18,11,6,5,9,3,3,1,1.8,1.6,12.0,11.2,4.8,4.2,4.2,4.2,1.0,30
2023-04-26,Liverpool,2,1,A,20,7,4,2,6,3,3,0,2.4,1.8,12.6,12.4,4.8,4.8,4.4,4.2,1.6,31
2023-04-30,Liverpool,4,3,H,12,10,4,7,5,2,3,1,2.6,1.2,15.8,10.4,5.4,3.6,5.4,3.4,2.2,32
2023-05-03,Liverpool,1,0,H,15,9,3,3,7,5,3,1,3.4,1.8,16.8,10.0,5.4,4.4,5.4,3.2,2.6,33
2023-05-06,Liverpool,1,0,H,15,5,5,1,7,3,3,1,3.2,1.4,15.6,10.0,4.8,4.0,5.8,3.4,3.0,34
2023-05-15,Liverpool,3,0,A,16,4,5,4,4,4,3,0,2.2,1.2,16.0,8.4,4.4,3.6,6.8,3.2,3.0,35
2023-05-20,Liverpool,1,1,D,10,6,5,3,9,4,1,1,2.2,0.8,15.6,7.0,4.2,3.4,5.8,3.4,3.0,36
2023-05-28,Liverpool,4,4,D,30,15,8,10,9,2,1,0,2.0,0.8,13.6,6.8,4.4,3.6,6.4,3.6,2.6,37
2023-08-13,Liverpool,1,1,D,13,10,1,4,4,4,1,0,2.0,1.0,17.2,7.8,5.2,4.2,7.2,3.6,2.2,38
2023-08-19,Liverpool,3,1,H,26,13,10,5,10,2,3,1,2.0,1.2,16.8,8.0,4.8,4.4,6.6,3.4,1.8,39
2023-08-27,Liverpool,2,1,A,9,23,4,8,9,5,3,0,2.4,1.4,19.0,9.6,5.8,5.2,7.2,3.2,1.8,40
2023-09-03,Liverpool,3,0,H,17,9,4,3,7,3,3,1,2.2,1.6,17.6,13.4,5.6,6.0,8.2,3.4,1.8,41
2023-09-16,Liverpool,3,1,A,16,11,6,2,4,4,3,0,2.6,1.4,19.0,14.0,5.4,6.0,7.8,3.2,2.2,42
2023-09-24,Liverpool,3,1,H,22,11,7,4,7,4,3,1,2.4,0.8,16.2,13.2,5.0,4.4,6.8,3.6,2.6,43
2023-09-30,Liverpool,1,2,H,12,24,4,8,5,12,0,0,2.8,0.8,18.0,13.4,6.2,4.4,7.4,3.6,3.0,44
2023-10-08,Liverpool,2,2,D,14,14,4,3,1,8,1,0,2.4,1.0,15.2,15.6,5.0,5.0,6.4,5.6,2.4,45
2023-10-21,Liverpool,2,0,H,26,6,6,1,12,4,3,1,2.4,1.2,16.2,13.8,5.0,4.0,4.8,6.2,2.0,46
2023-10-29,Liverpool,3,0,H,21,9,8,1,8,3,3,1,2.2,1.2,18.0,13.2,5.4,3.6,5.8,6.4,2.0,47
2023-11-05,Liverpool,1,1,D,24,8,6,5,7,4,1,0,2.2,1.0,19.0,12.8,5.8,3.4,6.6,6.2,2.0,48
2023-11-12,Liverpool,3,0,H,17,16,10,3,6,8,3,1,1.8,1.0,19.4,12.2,5.6,3.6,6.6,6.2,1.6,49
2023-11-25,Liverpool,1,1,D,8,16,3,5,6,9,1,0,2.2,0.6,20.4,10.6,6.8,2.6,6.8,5.4,2.2,50
2023-12-03,Liverpool,4,3,H,26,9,12,5,3,4,3,1,2.0,0.4,19.2,11.0,6.6,3.0,7.8,5.6,2.2,51
2023-12-06,Liverpool,2,0,A,15,6,8,1,12,2,3,0,2.4,1.0,19.2,11.6,7.8,3.8,6.0,5.6,2.2,52
2023-12-09,Liverpool,2,1,A,14,8,2,4,5,6,3,0,2.2,1.0,18.0,11.0,7.8,3.8,6.8,5.4,2.2,53
2023-12-17,Liverpool,0,0,D,34,6,8,1,12,0,1,1,2.4,1.0,16.0,11.0,7.0,3.6,6.4,5.8,2.6,54
2023-12-23,Liverpool,1,1,D,13,13,3,2,4,5,1,1,1.8,1.0,19.4,9.0,6.6,3.2,7.6,4.2,2.2,55
2023-12-26,Liverpool,2,0,A,19,9,10,0,4,4,3,0,1.8,1.0,20.4,8.4,6.6,2.6,7.2,3.4,2.2,56
2024-01-01,Liverpool,4,2,H,34,5,15,3,7,3,3,1,1.4,0.4,19.0,8.4,6.2,1.6,7.4,3.4,2.2,57
2024-01-21,Liverpool,4,0,A,14,11,7,1,5,8,3,0,1.8,0.8,22.8,8.2,7.6,2.0,6.4,3.6,2.2,58
2024-01-31,Liverpool,4,1,H,28,4,13,3,8,1,3,1,2.2,0.6,22.8,8.8,8.6,1.4,6.4,4.0,2.2,59
2024-02-04,Liverpool,1,3,H,10,15,1,7,4,2,0,0,3.0,0.8,21.6,8.4,9.6,1.8,5.6,4.2,2.6,60
2024-02-10,Liverpool,3,1,H,25,9,10,4,9,3,3,1,3.0,1.2,21.0,8.8,9.2,2.8,5.6,3.6,2.4,61
2024-02-17,Liverpool,4,1,A,15,15,8,6,6,1,3,0,3.2,1.4,22.2,8.8,9.2,3.6,6.6,3.4,2.4,62
2024-02-21,Liverpool,4,1,H,29,12,13,3,13,4,3,1,3.2,1.2,18.4,10.8,7.8,4.2,6.4,3.0,2.4,63
2024-03-02,Liverpool,1,0,A,22,8,2,2,12,3,3,0,3.2,1.4,21.4,11.0,9.0,4.6,8.0,2.2,2.4,64
2024-03-10,Liverpool,1,1,D,19,10,6,6,7,4,1,1,2.6,1.2,20.2,11.8,6.8,4.4,8.8,2.6,2.4,65
2024-03-31,Liverpool,2,1,H,30,9,8,3,8,4,3,1,2.6,0.8,22.0,10.8,7.8,4.2,9.4,3.0,2.6,66
2024-04-04,Liverpool,3,1,H,29,8,9,3,13,1,3,1,2.4,0.8,23.0,10.8,7.4,4.0,9.2,3.2,2.6,67
2024-04-07,Liverpool,2,2,D,28,9,7,5,11,6,1,0,2.2,0.8,25.8,9.4,7.6,3.4,10.6,3.2,2.6,68
2024-04-14,Liverpool,0,1,A,21,8,6,5,11,1,0,1,1.8,1.0,25.6,8.8,6.4,3.8,10.2,3.6,2.2,69
2024-04-21,Liverpool,3,1,A,14,12,7,5,4,1,3,0,1.6,1.2,25.4,8.8,7.2,4.4,10.0,3.2,1.6,70
2024-04-24,Liverpool,0,2,H,23,16,7,6,13,4,0,0,2.0,1.2,24.4,9.2,7.4,4.2,9.4,2.6,2.0,71
2024-04-27,Liverpool,2,2,D,28,11,8,8,8,5,1,0,1.6,1.4,23.0,10.6,7.2,4.8,10.4,2.6,1.4,72
2024-05-05,Liverpool,4,2,H,25,11,13,6,8,3,3,1,1.4,1.6,22.8,11.2,7.0,5.8,9.4,3.4,1.0,73
2024-05-13,Liverpool,3,3,D,14,19,7,5,4,5,1,0,1.8,1.6,22.2,11.6,8.2,6.0,8.8,2.8,1.4,74
2024-05-19,Liverpool,2,0,H,36,4,14,3,10,2,3,1,2.4,2.0,20.8,13.8,8.4,6.0,7.4,3.6,1.6,75
2024-08-17,Liverpool,2,0,A,18,7,5,2,10,2,3,0,2.2,1.8,25.2,12.2,9.8,5.6,8.6,3.8,1.6,76
2024-08-25,Liverpool,2,0,H,19,8,8,2,9,4,3,1,2.6,1.4,24.2,10.4,9.4,4.8,8.0,3.4,2.2,77
2024-09-01,Liverpool,3,0,A,11,8,3,3,2,5,3,0,2.6,1.0,22.4,9.8,9.4,3.6,8.2,3.2,2.6,78
2024-09-14,Liverpool,0,1,A,14,5,5,3,7,2,0,1,2.4,0.6,19.6,9.2,7.4,3.0,7.0,3.6,2.6,79
2024-09-21,Liverpool,3,0,H,19,19,13,6,3,9,3,1,1.8,0.2,19.6,6.4,7.0,2.6,7.6,3.0,2.4,80
2024-09-28,Liverpool,2,1,A,10,8,6,3,10,2,3,0,2.0,0.2,16.2,9.4,6.8,3.2,6.2,4.4,2.4,81
2024-10-05,Liverpool,1,0,A,16,9,4,5,8,3,3,0,2.0,0.4,14.6,9.6,7.0,3.4,6.2,4.4,2.4,82
2024-10-20,Liverpool,2,1,H,9,12,5,2,1,6,3,1,1.8,0.4,14.0,9.8,6.2,4.0,6.0,4.2,2.4,83
2024-10-27,Liverpool,2,2,D,9,9,4,3,3,1,1,0,1.6,0.6,13.6,10.6,6.6,3.8,5.8,4.4,2.4,84
2024-11-02,Liverpool,2,1,H,16,13,8,5,10,7,3,1,2.0,0.8,12.6,11.4,6.4,3.8,5.0,4.2,2.6,85
2024-11-09,Liverpool,2,0,H,14,12,5,2,2,9,3,1,1.8,1.0,12.0,10.2,5.4,3.6,6.4,3.8,2.6,86
2024-11-24,Liverpool,3,2,A,27,7,11,5,10,3,3,0,1.8,0.8,12.8,11.0,5.2,3.4,4.8,5.2,2.6,87
2024-12-01,Liverpool,2,0,H,18,8,7,2,7,4,3,1,2.2,1.2,15.0,10.6,6.6,3.4,5.2,5.2,2.6,88
2024-12-04,Liverpool,3,3,D,16,17,5,6,6,5,1,0,2.2,1.0,16.8,9.8,7.0,3.4,6.4,4.8,2.6,89
2024-12-14,Liverpool,2,2,D,16,12,4,3,5,4,1,1,2.4,1.2,18.2,11.4,7.2,4.0,7.0,5.6,2.6,90
2024-12-22,Liverpool,6,3,A,24,9,12,5,5,7,3,0,2.4,1.4,18.2,11.2,6.4,3.6,6.0,5.0,2.2,91
2024-12-26,Liverpool,3,1,H,19,4,7,1,14,1,3,1,3.2,2.0,20.2,10.6,7.8,4.2,6.6,4.6,2.2,92
2024-12-29,Liverpool,5,0,A,22,7,13,0,6,3,3,0,3.2,1.8,18.6,10.0,7.0,3.4,7.4,4.2,2.2,93
2025-01-05,Liverpool,2,2,D,19,13,6,4,6,9,1,1,3.8,1.8,19.4,9.8,8.2,3.0,7.2,4.0,2.2,94
2025-01-14,Liverpool,1,1,D,23,6,7,3,9,0,1,0,3.6,1.6,20.0,9.0,8.4,2.6,7.2,4.8,2.2,95
2025-01-18,Liverpool,2,0,A,37,11,8,6,15,2,3,0,3.4,1.4,21.4,7.8,9.0,2.6,8.0,4.0,2.2,96
2025-01-25,Liverpool,4,1,H,16,3,6,3,3,4,3,1,2.6,0.8,24.0,8.2,8.2,2.8,10.0,3.0,2.2,97
2025-02-01,Liverpool,2,0,A,19,14,7,3,3,3,3,0,2.8,0.8,23.4,8.0,8.0,3.2,7.8,3.6,2.2,98
2025-02-12,Liverpool,2,2,D,6,10,4,3,3,2,1,0,2.2,0.8,22.8,9.4,6.8,3.8,7.2,3.6,2.2,99
2025-02-16,Liverpool,2,1,H,10,16,3,4,4,3,3,1,2.2,0.8,20.2,8.8,6.4,3.6,6.6,2.2,2.2,100
2025-02-19,Liverpool,2,2,D,17,9,3,4,8,6,1,0,2.4,0.8,17.6,10.8,5.6,3.8,5.6,2.8,2.6,101
2025-02-23,Liverpool,2,0,A,8,16,4,5,5,7,3,0,2.4,1.2,13.6,10.4,4.6,3.4,4.2,3.6,2.2,102
2025-02-26,Liverpool,2,0,H,12,3,3,0,4,2,3,1,2.0,1.0,12.0,13.0,4.2,3.8,4.6,4.2,2.2,103
2025-03-08,Liverpool,3,1,H,28,6,7,4,6,4,3,1,2.0,1.0,10.6,10.8,3.4,3.2,4.8,4.0,2.2,104
2025-04-02,Liverpool,1,0,H,17,5,3,0,11,5,3,1,2.2,0.8,15.0,10.0,4.0,3.4,5.4,4.4,2.6,105
2025-04-06,Liverpool,2,3,H,14,12,6,6,4,4,0,0,2.0,0.6,16.4,7.8,4.0,2.6,6.8,4.8,2.6,106
2025-04-13,Liverpool,2,1,H,15,11,6,4,10,3,3,1,2.0,0.8,15.8,8.4,4.6,3.0,6.0,4.4,2.4,107
2025-04-20,Liverpool,1,0,A,28,5,10,0,13,1,3,0,2.0,1.0,17.2,7.4,5.0,2.8,7.0,3.6,2.4,108
2025-04-27,Liverpool,5,1,H,25,8,8,3,8,2,3,1,1.8,1.0,20.4,7.8,6.4,2.8,8.8,3.4,2.4,109
2025-05-04,Liverpool,1,3,H,11,17,2,7,6,3,0,0,2.2,1.0,19.8,8.2,6.6,2.6,9.2,3.0,2.4,110
2025-05-11,Liverpool,2,2,D,14,15,5,7,3,1,1,1,2.2,1.6,18.6,10.6,6.4,4.0,8.2,2.6,1.8,111
2025-05-19,Liverpool,2,3,H,18,25,5,12,3,3,0,0,2.2,1.4,18.6,11.2,6.2,4.2,8.0,2.0,2.0,112
2025-05-25,Liverpool,1,1,D,14,8,3,5,11,0,1,1,2.2,1.8,19.2,14.0,6.0,5.8,6.6,2.0,1.4,113
2025-08-15,Liverpool,4,2,H,19,10,10,3,6,7,3,1,2.2,2.0,16.4,14.6,4.6,6.8,6.2,1.8,1.0,114
2025-08-25,Liverpool,3,2,A,5,10,4,3,1,7,3,0,2.0,2.2,15.2,15.0,5.0,6.8,5.8,2.8,1.0,115
2025-08-31,Liverpool,1,0,H,9,11,3,1,3,8,3,1,2.4,2.0,14.0,13.6,5.4,6.0,4.8,3.6,1.6,116
2025-09-14,Liverpool,1,0,A,27,3,4,0,13,1,3,0,2.2,1.6,13.0,12.8,5.0,4.8,4.8,5.0,2.0,117
2025-09-20,Liverpool,2,1,H,11,9,3,2,5,4,3,1,2.0,1.0,14.8,8.4,4.8,2.4,6.8,4.6,2.6,118
2025-09-27,Liverpool,1,2,H,20,16,4,7,6,2,0,0,2.2,1.0,14.2,8.6,4.8,1.8,5.6,5.4,3.0,119
2025-10-04,Liverpool,1,2,H,12,12,2,6,2,7,0,0,1.6,1.0,14.4,9.8,3.6,2.6,5.6,4.4,2.4,120
2025-10-19,Liverpool,1,2,A,19,12,6,4,9,4,0,1,1.2,1.0,15.8,10.2,3.2,3.2,5.8,4.4,1.8,121
2025-10-25,Liverpool,2,3,H,18,17,5,8,4,5,0,0,1.2,1.4,17.8,10.4,3.8,3.8,7.0,3.6,1.2,122
2025-11-01,Liverpool,2,0,H,16,10,4,3,1,4,3,1,1.4,2.0,16.0,13.2,4.0,5.4,5.2,4.4,0.6,123
2025-11-09,Liverpool,0,3,H,7,14,1,6,7,7,0,0,1.4,1.8,17.0,13.4,4.2,5.6,4.4,4.4,0.6,124
2025-11-22,Liverpool,0,3,A,21,15,4,7,8,6,0,1,1.2,2.0,14.4,13.0,3.6,5.4,4.6,5.4,0.6,125
2025-11-30,Liverpool,2,0,A,9,7,5,0,2,7,3,0,1.0,2.2,16.2,13.6,4.0,5.6,5.8,5.2,0.6,126
2025-12-03,Liverpool,1,1,D,23,9,4,6,7,3,1,1,1.2,1.8,14.2,12.6,3.8,4.8,4.4,5.8,1.2,127
2025-12-06,Liverpool,3,3,D,16,12,7,5,4,5,1,0,1.0,1.4,15.2,11.0,3.6,4.4,5.0,5.4,1.4,128
2025-12-13,Liverpool,2,0,H,18,14,4,1,2,2,3,1,1.2,2.0,15.2,11.4,4.2,4.8,5.6,5.6,1.0,129
2025-12-20,Liverpool,2,1,A,8,15,4,4,6,2,3,0,1.6,1.4,17.4,11.4,4.8,3.8,4.6,4.6,1.6,130
2025-12-27,Liverpool,2,1,H,14,9,4,4,6,4,3,1,2.0,1.0,14.8,11.4,4.8,3.2,4.2,3.8,2.2,131
2026-01-01,Liverpool,0,0,D,19,4,4,2,8,3,1,1,2.0,1.2,15.8,11.8,4.6,4.0,5.0,3.2,2.2,132
2026-01-04,Liverpool,2,2,D,10,8,2,2,8,3,1,0,1.8,1.0,15.0,10.8,4.6,3.2,5.2,3.2,2.2,133
2026-01-08,Liverpool,0,0,D,8,9,0,4,0,3,1,0,1.6,0.8,13.8,10.0,3.6,2.6,6.0,2.8,2.2,134
2026-01-17,Liverpool,1,1,D,32,7,11,1,9,1,1,1,1.2,0.8,11.8,9.0,2.8,3.2,5.6,3.0,1.8,135
2026-01-24,Liverpool,2,3,H,14,12,4,5,11,3,0,0,1.0,0.8,16.6,7.4,4.2,2.6,6.2,2.8,1.4,136
2026-01-31,Liverpool,4,1,H,17,8,7,2,7,11,3,1,1.0,1.2,16.6,8.0,4.2,2.8,7.2,2.6,0.8,137
2026-02-08,Liverpool,1,2,A,15,17,4,7,5,4,0,1,1.8,1.4,16.2,8.8,4.8,2.8,7.0,4.2,1.2,138
2026-02-11,Liverpool,1,0,A,23,11,3,2,11,3,3,0,1.6,1.4,17.2,10.6,5.2,3.8,6.4,4.4,1.0,139
2026-02-22,Liverpool,1,0,A,10,18,4,2,2,7,3,0,1.8,1.4,20.2,11.0,5.8,3.4,8.6,4.4,1.4,140
2026-02-28,Liverpool,5,2,H,18,11,7,4,10,5,3,1,1.8,1.2,15.8,13.2,4.4,3.6,7.2,5.6,1.8,141
2026-03-03,Liverpool,1,2,H,19,4,7,3,11,2,0,0,2.4,1.0,16.6,13.0,5.0,3.4,7.0,6.0,2.4,142
2026-03-15,Liverpool,1,1,D,17,13,4,7,3,4,1,1,1.8,1.2,17.0,12.2,5.0,3.6,7.8,4.2,1.8,143
2026-03-21,Liverpool,1,2,H,12,16,5,7,8,4,0,0,1.8,1.0,17.4,11.4,5.0,3.6,7.4,4.2,2.0,144
2026-04-11,Liverpool,2,0,H,18,19,5,4,6,9,3,1,1.8,1.4,15.2,12.4,5.4,4.6,6.8,4.4,1.4,145
2026-04-19,Liverpool,2,1,A,14,10,6,4,6,1,3,0,2.0,1.4,16.8,12.6,5.6,5.0,7.6,4.8,1.4,146
2026-04-25,Liverpool,3,1,H,9,14,3,7,5,8,3,1,1.4,1.2,16.0,12.4,5.4,5.0,6.8,4.0,1.4,147
2026-05-03,Liverpool,2,3,H,13,18,5,6,2,3,0,0,1.8,1.0,14.0,14.4,4.6,5.8,5.6,5.2,2.0,148
2026-05-09,Liverpool,1,1,D,8,6,3,3,5,2,1,1,2.0,1.4,13.2,15.4,4.8,5.6,5.4,5.0,1.8,149
2026-05-15,Liverpool,2,4,H,16,14,5,9,9,4,0,0,2.0,1.2,12.4,13.4,4.4,4.8,4.8,4.6,2.0,150
2026-05-24,Liverpool,1,1,D,24,11,8,2,14,2,1,1,2.0,2.0,12.0,12.4,4.4,5.8,5.4,3.6,1.4,151
2023-08-12,Luton,1,4,H,9,27,3,12,7,6,0,0,,,,,,,,,,0
2023-08-25,Luton,0,3,H,11,19,1,8,4,6,0,0,1.0,4.0,9.0,27.0,3.0,12.0,7.0,6.0,0.0,1
2023-09-01,Luton,1,2,A,16,9,1,3,9,6,0,1,0.5,3.5,10.0,23.0,2.0,10.0,5.5,6.0,0.0,2
2023-09-16,Luton,0,1,H,7,13,2,2,2,6,0,0,0.6666666666666666,3.0,12.0,18.333333333333332,1.6666666666666667,7.666666666666667,6.666666666666667,6.0,0.0,3
2023-09-23,Luton,1,1,D,20,3,4,3,10,1,1,1,0.5,2.5,10.75,17.0,1.75,6.25,5.5,6.0,0.0,4
2023-09-30,Luton,2,1,A,9,23,2,5,6,3,3,0,0.6,2.2,12.6,14.2,2.2,5.6,6.4,5.0,0.2,5
2023-10-03,Luton,1,2,A,18,14,3,4,7,6,0,1,0.8,1.6,12.6,13.4,2.0,4.2,6.2,4.4,0.8,6
2023-10-07,Luton,0,1,A,12,15,2,4,5,6,0,1,1.0,1.4,14.0,12.4,2.4,3.4,6.8,4.4,0.8,7
2023-10-21,Luton,2,2,D,13,19,4,8,2,4,1,0,0.8,1.2,13.2,13.6,2.6,3.6,6.0,4.4,0.8,8
2023-10-29,Luton,1,3,H,7,17,1,6,4,6,0,0,1.2,1.4,14.4,14.8,3.0,4.8,6.0,4.0,1.0,9
2023-11-05,Luton,1,1,D,8,24,5,6,4,7,1,1,1.2,1.8,11.8,17.6,2.4,5.4,4.8,5.0,0.8,10
2023-11-11,Luton,0,1,H,10,15,4,4,3,11,0,0,1.0,1.8,11.6,17.8,3.0,5.6,4.4,5.8,0.4,11
2023-11-25,Luton,2,1,H,8,16,3,8,4,5,3,1,0.8,1.6,10.0,18.0,3.2,5.6,3.6,6.8,0.4,12
2023-12-02,Luton,1,3,H,7,27,1,6,5,7,0,0,1.2,1.6,9.2,18.2,3.4,6.4,3.4,6.6,1.0,13
2023-12-05,Luton,3,4,A,6,23,4,9,3,8,0,1,1.0,1.8,8.0,19.8,2.8,6.0,4.0,7.2,0.8,14
2023-12-10,Luton,1,2,A,4,18,2,6,6,3,0,1,1.4,2.0,7.8,21.0,3.4,6.6,3.8,7.6,0.8,15
2023-12-23,Luton,1,0,H,16,15,5,2,6,7,3,1,1.4,2.2,7.0,19.8,2.8,6.6,4.2,6.8,0.6,16
2023-12-26,Luton,3,2,A,12,21,4,6,4,9,3,0,1.6,2.0,8.2,19.8,3.0,6.2,4.8,6.0,1.2,17
2023-12-30,Luton,2,3,A,15,12,6,8,7,2,0,1,1.8,2.2,9.0,20.8,3.2,5.8,4.8,6.8,1.2,18
2024-01-12,Luton,1,1,D,14,13,5,7,8,2,1,0,2.0,2.2,10.6,17.8,4.2,6.2,5.2,5.8,1.2,19
2024-01-30,Luton,4,0,H,18,9,8,2,7,4,3,1,1.6,1.6,12.2,15.8,4.4,5.8,6.2,4.6,1.4,20
2024-02-03,Luton,4,4,D,11,19,8,6,2,8,1,0,2.2,1.2,15.0,14.0,5.6,5.0,6.4,4.8,2.0,21
2024-02-10,Luton,1,3,A,20,7,5,3,13,1,0,1,2.8,2.0,14.0,14.8,6.2,5.8,5.6,5.0,1.6,22
2024-02-18,Luton,1,2,A,22,21,4,9,8,6,0,1,2.4,2.2,15.6,12.0,6.4,5.2,7.4,3.4,1.0,23
2024-02-21,Luton,1,4,H,12,29,3,13,4,13,0,0,2.2,2.0,17.0,13.8,6.0,5.4,7.6,4.2,1.0,24
2024-03-02,Luton,2,3,A,13,12,5,8,8,6,0,1,2.2,2.6,16.6,17.0,5.6,6.6,6.8,6.4,0.8,25
2024-03-09,Luton,1,1,D,8,21,2,4,6,8,1,0,1.8,3.2,15.6,17.6,5.0,7.8,7.0,6.8,0.2,26
2024-03-13,Luton,3,4,H,8,24,4,10,3,11,0,0,1.2,2.6,15.0,18.0,3.8,7.4,7.8,6.8,0.2,27
2024-03-16,Luton,1,1,D,10,16,4,6,6,7,1,1,1.6,2.8,12.6,21.4,3.6,8.8,5.8,8.8,0.2,28
2024-03-30,Luton,1,2,H,7,17,3,4,6,3,0,0,1.6,2.6,10.2,20.4,3.6,8.2,5.4,9.0,0.4,29
2024-04-03,Luton,0,2,H,5,13,1,4,1,3,0,0,1.6,2.2,9.2,18.0,3.6,6.4,5.8,7.0,0.4,30
2024-04-06,Luton,2,1,H,19,8,9,1,7,2,3,1,1.2,2.0,7.6,18.2,2.8,5.6,4.4,6.4,0.4,31
2024-04-13,Luton,1,5,H,4,33,2,13,1,12,0,0,1.4,2.0,9.8,15.6,4.2,5.0,4.6,5.2,0.8,32
2024-04-20,Luton,1,5,A,6,21,3,9,4,9,0,1,1.0,2.2,9.0,17.4,3.8,5.6,4.2,5.4,0.8,33
2024-04-27,Luton,1,2,H,9,13,6,5,4,4,0,0,1.0,3.0,8.2,18.4,3.6,6.2,3.8,5.8,0.6,34
2024-05-03,Luton,1,1,D,18,10,5,3,8,7,1,1,1.0,3.0,8.6,17.6,4.2,6.4,3.4,6.0,0.6,35
2024-05-11,Luton,1,3,H,4,24,1,8,6,7,0,0,1.2,2.8,11.2,17.0,5.0,6.2,4.8,6.8,0.8,36
2024-05-19,Luton,2,4,A,15,15,6,7,4,4,0,1,1.0,3.2,8.2,20.2,3.4,7.6,4.6,7.8,0.2,37
2022-08-07,Man City,2,0,A,14,6,2,1,4,1,3,0,,,,,,,,,,0
2022-08-13,Man City,4,0,H,19,3,7,1,11,1,3,1,2.0,0.0,14.0,6.0,2.0,1.0,4.0,1.0,3.0,1
2022-08-21,Man City,3,3,D,21,12,10,6,5,5,1,0,3.0,0.0,16.5,4.5,4.5,1.0,7.5,1.0,3.0,2
